"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Pocillopora_acuta_HIv2___RNAseq.g23616.t1",13.2257023738569,0.850160845272274,0.768063715836564,1.10688843613227,0.26834216613915,0.64914521949113
"Pocillopora_acuta_HIv2___RNAseq.g4197.t1",11.129363672464,-0.107217288087456,0.688363920471539,-0.155756693369419,0.876224807595367,0.964220603854183
"Pocillopora_acuta_HIv2___RNAseq.g12137.t1",71.4526009590811,0.909687816626739,0.479132498140678,1.89861430847808,0.0576152057244606,0.348100360042201
"Pocillopora_acuta_HIv2___RNAseq.g4784.t1",33.9064215564371,0.42937147038889,1.06704085405857,0.402394593192698,0.687393648527645,0.894645113272367
"Pocillopora_acuta_HIv2___RNAseq.g23764.t1",20.2460896032623,0.451427947538244,0.616504555982487,0.73223781261248,0.464023428669619,0.785901416188647
"Pocillopora_acuta_HIv2___RNAseq.g27841.t1",1303.99110599407,0.293952493373607,0.307191653228484,0.95690260553717,0.338616415980974,0.707507283616856
"Pocillopora_acuta_HIv2___RNAseq.g14011.t1",464.833476069885,0.223386147330266,0.281004739987484,0.794955086309987,0.426639628822039,0.765720071148134
"Pocillopora_acuta_HIv2___RNAseq.g7479.t3a",678.516377683726,0.576951937491809,0.360308858939099,1.60127047442185,0.10931702557484,0.458328107226372
"Pocillopora_acuta_HIv2___RNAseq.g7479.t3b",1133.84963481084,0.263613641480031,0.593330349133667,0.444294888783185,0.656829396116051,0.883708944329285
"Pocillopora_acuta_HIv2___RNAseq.g3340.t1",271.146840052915,0.0631039565392177,0.387500397018375,0.16284875325231,0.870637521045227,0.961357901655877
"Pocillopora_acuta_HIv2___RNAseq.g682.t1",125.65302314658,1.36704611144006,1.40176298769678,0.975233419228907,0.329444488457122,0.699656772074713
"Pocillopora_acuta_HIv2___RNAseq.g25357.t1",45.647361791477,-0.987157397540409,0.567142266632683,-1.74058160644859,0.0817569440995541,0.404139584202954
"Pocillopora_acuta_HIv2___TS.g11024.t1",104.693147574553,0.331866155712867,0.441809434709987,0.751152260772138,0.452561026986882,0.780229412780399
"Pocillopora_acuta_HIv2___TS.g13281.t1",95.6134038007271,-0.382333318464495,0.44962222334965,-0.850343463043578,0.395134159050361,0.745842697905533
"Pocillopora_acuta_HIv2___RNAseq.g4805.t1",12.7012733030634,2.48231171599093,1.07392241358264,2.31144418311361,0.0208083328664052,0.22180456040453
"Pocillopora_acuta_HIv2___RNAseq.g28983.t1",253.299698553046,-0.314326471973718,0.460655875568617,-0.682345517867813,0.495020497364632,0.803174100768056
"Pocillopora_acuta_HIv2___RNAseq.g11539.t1",252.488784569056,-0.423062383378675,0.235497571772594,-1.79646176474041,0.0724211083993047,0.382170123892514
"Pocillopora_acuta_HIv2___TS.g30900.t1",276.055437002395,0.787901366134295,0.32906913722817,2.39433382532006,0.0166505865390628,0.198758448966039
"Pocillopora_acuta_HIv2___RNAseq.g793.t1",10001.8280566856,-0.460552192470877,0.205230670870964,-2.24407097884722,0.0248278348625316,0.242742691601058
"Pocillopora_acuta_HIv2___RNAseq.g9819.t1",7.19268595539844,-0.686609941647178,2.00876526245691,-0.341806956979826,0.732496173682922,0.911348664966248
"Pocillopora_acuta_HIv2___RNAseq.g11061.t1",46.1698254511755,-0.513897759021062,1.272692393274,-0.403787876581128,0.68636871227369,0.894172084217062
"Pocillopora_acuta_HIv2___RNAseq.g16900.t1",1600.14432282428,0.813775186787205,0.522460267704509,1.55758291508486,0.119332151301706,0.475746832372713
"Pocillopora_acuta_HIv2___RNAseq.g30807.t1",354.56185641816,0.517120265975562,0.335648658669805,1.54065941459423,0.123399699367793,0.482008821607984
"Pocillopora_acuta_HIv2___RNAseq.g26238.t1",197.765036571405,-0.31717785197142,0.307122126126479,-1.03274178246865,0.301724754673652,0.679806234072997
"Pocillopora_acuta_HIv2___RNAseq.g791.t1",5.44432930589034,1.90549937069852,0.943575422825801,2.01944574286597,0.0434409112428405,0.310664063717757
