"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Pocillopora_acuta_HIv2___RNAseq.g23616.t1",13.2257023738569,-1.0624771047013,0.698795400023282,-1.52044089681457,0.12840020248752,0.999982310934009
"Pocillopora_acuta_HIv2___RNAseq.g4197.t1",11.129363672464,0.197921445649405,0.622293660199481,0.318051521826464,0.750445855613395,0.999982310934009
"Pocillopora_acuta_HIv2___RNAseq.g12137.t1",71.4526009590811,-0.649808042042379,0.442222162873644,-1.46941536765096,0.141720161591986,0.999982310934009
"Pocillopora_acuta_HIv2___RNAseq.g4784.t1",33.9064215564371,-0.136279437238684,0.986090387469316,-0.138201770314817,0.890080956015601,0.999982310934009
"Pocillopora_acuta_HIv2___RNAseq.g23764.t1",20.2460896032623,-0.135518464240012,0.566675344671485,-0.239146568691064,0.810991932595602,0.999982310934009
"Pocillopora_acuta_HIv2___RNAseq.g27841.t1",1303.99110599407,-0.145464767805938,0.284151695127672,-0.511926447387825,0.608702487664731,0.999982310934009
"Pocillopora_acuta_HIv2___RNAseq.g14011.t1",464.833476069885,-0.0857172739781865,0.25935522413429,-0.330501435875468,0.741021107854692,0.999982310934009
"Pocillopora_acuta_HIv2___RNAseq.g7479.t3a",678.516377683726,-0.000125414812617519,0.33355593605726,-0.000375993346423282,0.999700000720993,0.999982310934009
"Pocillopora_acuta_HIv2___RNAseq.g7479.t3b",1133.84963481084,-0.0856872872425321,0.549172090508079,-0.1560299380168,0.876009423091805,0.999982310934009
"Pocillopora_acuta_HIv2___RNAseq.g3340.t1",271.146840052915,-0.0784678142901169,0.357372602182277,-0.219568634559441,0.82620712128255,0.999982310934009
"Pocillopora_acuta_HIv2___RNAseq.g682.t1",125.65302314658,-0.370192801487241,1.29830816033189,-0.285134772158105,0.775540890960394,0.999982310934009
"Pocillopora_acuta_HIv2___RNAseq.g25357.t1",45.647361791477,0.580300197086584,0.512657882840226,1.13194435609106,0.257657828911183,0.999982310934009
"Pocillopora_acuta_HIv2___TS.g11024.t1",104.693147574553,-0.416103870445602,0.406003914913025,-1.02487649788978,0.305421465259405,0.999982310934009
"Pocillopora_acuta_HIv2___TS.g13281.t1",95.6134038007271,0.303946637301489,0.411964610605987,0.737797930881473,0.460637250849241,0.999982310934009
"Pocillopora_acuta_HIv2___RNAseq.g4805.t1",12.7012733030634,-1.33641051664904,1.00641732970908,-1.32788901502257,0.18421477420905,0.999982310934009
"Pocillopora_acuta_HIv2___RNAseq.g28983.t1",253.299698553046,-0.403954322239987,0.423643693509163,-0.953523747500916,0.340324769910708,0.999982310934009
"Pocillopora_acuta_HIv2___RNAseq.g11539.t1",252.488784569056,0.400231039576946,0.215111113986673,1.86057815497967,0.0628037721102055,0.999982310934009
"Pocillopora_acuta_HIv2___TS.g30900.t1",276.055437002395,-0.12228690578274,0.304864561686893,-0.401118795527087,0.688332663338237,0.999982310934009
"Pocillopora_acuta_HIv2___RNAseq.g793.t1",10001.8280566856,-0.0268141056611542,0.189863273293969,-0.141228501942223,0.887689430436368,0.999982310934009
"Pocillopora_acuta_HIv2___RNAseq.g9819.t1",7.19268595539844,1.16168951546149,1.85491305251334,0.626277072064072,0.531133222326463,0.999982310934009
