"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Pocillopora_acuta_HIv2___RNAseq.g23616.t1",13.2257023738569,-0.212316259429022,0.745337515436697,-0.284859214827828,0.775752003784848,NA
"Pocillopora_acuta_HIv2___RNAseq.g4197.t1",11.129363672464,0.0907041575619488,0.689892024277774,0.131475875021028,0.895398869841668,NA
"Pocillopora_acuta_HIv2___RNAseq.g12137.t1",71.4526009590811,0.25987977458436,0.47472785087779,0.547428961885915,0.584084062481317,0.847335707223469
"Pocillopora_acuta_HIv2___RNAseq.g4784.t1",33.9064215564371,0.293092033150206,1.06574818865922,0.275010585304335,0.783308105864396,0.930958807394281
"Pocillopora_acuta_HIv2___RNAseq.g23764.t1",20.2460896032623,0.315909483298233,0.612714061185289,0.515590392502351,0.606140521887251,0.860893488420065
"Pocillopora_acuta_HIv2___RNAseq.g27841.t1",1303.99110599407,0.148487725567669,0.307074483731474,0.483556053773314,0.628700969577153,0.868966498771801
"Pocillopora_acuta_HIv2___RNAseq.g14011.t1",464.833476069885,0.137668873352079,0.280726796957829,0.490401610547923,0.623849737243344,0.867413821146299
"Pocillopora_acuta_HIv2___RNAseq.g7479.t3a",678.516377683726,0.576826522679191,0.360212126010983,1.60135231722211,0.109298907502863,0.432391741472248
"Pocillopora_acuta_HIv2___RNAseq.g7479.t3b",1133.84963481084,0.177926354237499,0.593275851391423,0.299904932621485,0.764249671735695,0.923505527916902
"Pocillopora_acuta_HIv2___RNAseq.g3340.t1",271.146840052915,-0.0153638577508992,0.387176975848344,-0.0396817442907999,0.968346856158012,0.990096995725608
"Pocillopora_acuta_HIv2___RNAseq.g682.t1",125.65302314658,0.996853309952818,1.40112952138862,0.711464068621481,0.476796709148442,0.78889429929596
"Pocillopora_acuta_HIv2___RNAseq.g25357.t1",45.647361791477,-0.406857200453826,0.569766877593929,-0.714076610019776,0.475179808409877,0.787807523274584
"Pocillopora_acuta_HIv2___TS.g11024.t1",104.693147574553,-0.0842377147327353,0.439789772643288,-0.191540867870659,0.848101865274186,0.95307945013077
"Pocillopora_acuta_HIv2___TS.g13281.t1",95.6134038007271,-0.0783866811630055,0.450276147251141,-0.174085795220428,0.861798036515071,0.957677255819827
"Pocillopora_acuta_HIv2___RNAseq.g4805.t1",12.7012733030634,1.14590119934189,1.04061112168962,1.1011810036023,0.27081788769482,NA
"Pocillopora_acuta_HIv2___RNAseq.g28983.t1",253.299698553046,-0.718280794213705,0.459958360211155,-1.56162134738449,0.118377217454804,0.448179435945381
"Pocillopora_acuta_HIv2___RNAseq.g11539.t1",252.488784569056,-0.0228313438017292,0.236232975178705,-0.0966475733730986,0.923006275214378,0.978191871040944
"Pocillopora_acuta_HIv2___TS.g30900.t1",276.055437002395,0.665614460351555,0.328535267661697,2.02600611218689,0.0427641582969967,0.285305705789373
"Pocillopora_acuta_HIv2___RNAseq.g793.t1",10001.8280566856,-0.487366298132031,0.205219312042677,-2.37485592014205,0.0175558014677937,0.183555657568821
"Pocillopora_acuta_HIv2___RNAseq.g9819.t1",7.19268595539844,0.475079573814308,2.02121800827399,0.235046181000534,0.814172889830028,NA
"Pocillopora_acuta_HIv2___RNAseq.g11061.t1",46.1698254511755,0.082513464749196,1.27398664133285,0.0647679199075984,0.948358784005607,0.985575882054051
"Pocillopora_acuta_HIv2___RNAseq.g16900.t1",1600.14432282428,1.40874505913764,0.522583694773014,2.69573098668823,0.00702343630156277,0.111912537585751
"Pocillopora_acuta_HIv2___RNAseq.g30807.t1",354.56185641816,0.676122396425059,0.3357003632306,2.01406513212682,0.0440026957106332,0.288913354456558
"Pocillopora_acuta_HIv2___RNAseq.g26238.t1",197.765036571405,-0.328464990847464,0.306767931442662,-1.07072792551283,0.284291782571574,0.646011346040782
"Pocillopora_acuta_HIv2___RNAseq.g791.t1",5.44432930589034,1.44627255155765,0.912306436706054,1.58529249972138,0.112899892357239,NA
"Pocillopora_acuta_HIv2___RNAseq.g18201.t1",14.711174480922,1.13516301758553,0.743069471346309,1.52766741382717,0.126595134656715,0.460531219837829
"Pocillopora_acuta_HIv2___RNAseq.g19818.t1",106.488818387527,0.296447838165764,0.432155706746141,0.685974600214882,0.492729125555203,0.798460581085299
"Pocillopora_acuta_HIv2___RNAseq.g18659.t1",104.369235851955,0.111105316582484,0.398110035429632,0.279081928850605,0.78018195106712,0.930261889103335
